100
0.757740	0.805914	0.685988	0.527368	0.226096	0.739013	0.328896	0.226296	0.125923	0.228369	0.434254	0.795360	0.234667	0.617586	0.232362	0.329964	0.680662	0.608446	0.669007	0.536146	0.715051	0.492895	0.747112	0.823840	0.595930	0.207073	0.601904	0.745063	0.519481	0.344133	0.433338	0.632074	0.341245	0.524281	0.156691	0.729690	0.400774	0.733810	0.537205	0.909457	0.908418	0.470654	0.081269	0.278692	0.343980	0.859473	0.598791	0.485699	0.126305	0.873812	0.471029	0.381424	0.501598	0.341662	0.406155	0.295336	0.730320	0.785222	0.724623	0.862590	0.414369	0.875458	0.746760	0.634235	0.750211	0.045128	0.042914	0.701071	0.714220	0.552977	0.303751	0.337432	0.732075	0.289373	0.558303	0.277528	0.815226	0.233335	0.458023	0.456931	0.712211	0.377993	0.586151	0.395262	0.547935	0.439157	0.046984	0.578265	0.715402	0.438630	0.542183	0.749149	0.873831	0.265116	0.318097	0.242515	0.887650	0.300642	0.476466	0.887047	
0.805914	0.084436	0.419326	0.393373	0.620077	0.682134	0.785796	0.195397	0.326037	0.351929	0.429621	0.484191	0.463856	0.611543	0.419354	0.667851	0.453439	0.366799	0.526678	0.404769	0.040901	0.135093	0.454087	0.219668	0.309896	0.462533	0.084927	0.686055	0.972290	0.369817	0.572432	0.652711	0.858586	0.594999	0.282814	0.819815	0.320534	0.406145	0.442142	0.132969	0.195910	0.650664	0.765534	0.412078	0.237999	0.568576	0.321465	0.723180	0.305928	0.490597	0.247140	0.513265	0.760489	0.414664	0.673392	0.663601	0.576668	0.642012	0.203590	0.711392	0.482190	0.569734	0.759287	0.671337	0.271325	0.636707	0.684680	0.415760	0.679021	0.584032	0.429402	0.257291	0.469706	0.410375	0.892116	0.608093	0.469375	0.614330	0.755718	0.330831	0.932918	0.717741	0.451581	0.347172	0.779598	0.387767	0.196463	0.587287	0.124431	0.863931	0.361738	0.513783	0.540056	0.127212	0.569969	0.535012	0.939237	0.295691	0.213061	0.574310	
0.685988	0.419326	0.111119	0.337432	0.467931	0.783818	0.495982	0.753998	0.631497	0.482146	0.232428	0.170421	0.220218	0.544223	0.726536	0.230763	0.428728	0.795329	0.170165	0.482618	0.670319	0.592462	0.424678	0.385223	0.719253	0.909873	0.362300	0.467453	0.547925	0.404100	0.781130	0.787553	0.463600	0.659672	0.828439	0.409412	0.462662	0.738083	0.569303	0.491225	0.569967	0.212105	0.363131	0.394506	0.724995	0.129497	0.515159	0.596580	0.694051	0.357682	0.946336	0.856254	0.417715	0.637247	0.371622	0.323925	0.821936	0.436929	0.723477	0.738513	0.565875	0.465734	0.442648	0.499922	0.740822	0.358294	0.141875	0.456882	0.179673	0.289675	0.171622	0.626862	0.490020	0.575912	0.479321	0.154696	0.341334	0.298454	0.181632	0.264678	0.367148	0.823214	0.838512	0.813476	0.492959	0.636322	0.563015	0.833808	0.534149	0.799171	0.633587	0.696494	0.599316	0.254378	0.392375	0.488591	0.287029	0.624644	0.699047	0.404371	
0.527368	0.393373	0.337432	0.656860	0.542699	0.242006	0.661202	0.345439	0.606508	0.295752	0.383417	0.464852	0.541136	0.306251	0.561863	0.737705	0.941247	0.208482	0.404546	0.507634	0.611956	0.533794	0.585274	0.686249	0.691023	0.342884	0.703603	0.584543	0.288002	0.804454	0.643477	0.184079	0.324568	0.537677	0.501211	0.118199	0.397288	0.529264	0.723161	0.289148	0.278592	0.401201	0.702085	0.238341	0.630998	0.418672	0.245014	0.138396	0.673588	0.561206	0.121924	0.447194	0.390685	0.285252	0.666135	0.197967	0.319405	0.661913	0.349631	0.416681	0.957307	0.394061	0.240720	0.402761	0.247110	0.767035	0.652278	0.861522	0.537084	0.756084	0.304879	0.684015	0.392835	0.239291	0.153374	0.575116	0.172752	0.314138	0.531633	0.655785	0.359413	0.420700	0.146812	0.190302	0.515703	0.668929	0.355266	0.206106	0.471033	0.780666	0.843592	0.648541	0.220718	0.105717	0.471428	0.791519	0.546941	0.229939	0.567352	0.271942	
0.226096	0.620077	0.467931	0.542699	0.875372	0.328463	0.962963	0.553089	0.799817	0.335031	0.529995	0.530780	0.383043	0.551229	0.386782	0.259831	0.204909	0.600091	0.513186	0.249646	0.506751	0.367181	0.163869	0.434959	0.413479	0.805841	0.416255	0.293945	0.484516	0.673068	0.526500	0.162136	0.779525	0.590014	0.412999	0.584609	0.541435	0.493583	0.268333	0.361847	0.683292	0.370208	0.603081	0.173261	0.934616	0.530019	0.865175	0.359921	0.510536	0.049235	0.656043	0.501368	0.588671	0.358589	0.384660	0.681875	0.582663	0.791599	0.864998	0.463608	0.428197	0.140152	0.271742	0.656533	0.526577	0.452731	0.591763	0.620674	0.568927	0.545843	0.285480	0.758094	0.496881	0.261187	0.538914	0.462789	0.486344	0.868324	0.418068	0.337824	0.151778	0.733788	0.744636	0.535616	0.427108	0.712750	0.652706	0.542053	0.836447	0.530271	0.747262	0.413454	0.315460	0.076404	0.292580	0.500187	0.591985	0.223040	0.791087	0.736327	
0.739013	0.682134	0.783818	0.242006	0.328463	0.696266	0.431425	0.718768	0.507412	0.493006	0.556100	0.352698	0.800736	0.508272	0.314693	0.208035	0.171519	0.648874	0.177567	0.094181	0.843701	0.566411	0.635982	0.468940	0.258018	0.682122	0.214771	0.407851	0.850832	0.618447	0.112379	0.521311	0.272286	0.252598	0.454882	0.457673	0.531688	0.718121	0.551370	0.520284	0.214240	0.634531	0.388853	0.456480	0.564002	0.425556	0.690908	0.608066	0.486206	0.272533	0.495059	0.776917	0.132621	0.661822	0.721553	0.457965	0.781899	0.485152	0.339993	0.324645	0.411860	0.780825	0.795075	0.693362	0.439422	0.672585	0.465145	0.511085	0.130308	0.379188	0.470315	0.287684	0.326952	0.304028	0.398782	0.464674	0.495606	0.912012	0.656262	0.615810	0.421069	0.843413	0.785857	0.189074	0.440443	0.386272	0.782885	0.470325	0.374852	0.505468	0.560912	0.743568	0.620989	0.565392	0.434971	0.531814	0.702769	0.241521	0.628250	0.227733	
0.328896	0.785796	0.495982	0.661202	0.962963	0.431425	0.581446	0.516162	0.365968	0.020708	0.071255	0.520847	0.441658	0.780763	0.299668	0.494309	0.485764	0.451734	0.539101	0.484185	0.406398	0.409886	0.507346	0.525378	0.265764	0.298452	0.473455	0.456564	0.573103	0.603838	0.488865	0.781445	0.562283	0.467348	0.458890	0.387275	0.738228	0.509138	0.677430	0.569089	0.425400	0.605216	0.352693	0.290950	0.578695	0.668880	0.083317	0.184688	0.318808	0.136627	0.527803	0.538723	0.148877	0.639089	0.401706	0.600114	0.383763	0.776675	0.632841	0.822008	0.569616	0.598816	0.518907	0.381949	0.622215	0.139380	0.327960	0.633561	0.229347	0.433839	0.435279	0.662007	0.458270	0.324195	0.757799	0.430632	0.864666	0.422535	0.503470	0.450108	0.556053	0.508956	0.525117	0.925025	0.164099	0.538797	0.306909	0.667524	0.946572	0.409147	0.682620	0.513698	0.806680	0.714746	0.061247	0.463232	0.520326	0.525522	0.262087	0.521727	
0.226296	0.195397	0.753998	0.345439	0.553089	0.718768	0.516162	0.745546	0.759100	0.426023	0.547382	0.468084	0.173669	0.208754	0.401753	0.534397	0.502175	0.285588	0.031543	0.348101	0.419866	0.563446	0.383671	0.080976	0.310714	0.464838	0.529391	0.799170	0.602803	0.238093	0.044648	0.208276	0.196500	0.386776	0.735007	0.423123	0.148524	0.287378	0.753210	0.823319	0.550321	0.311338	0.874883	0.610768	0.319987	0.523140	0.363507	0.141616	0.463040	0.485289	0.679173	0.495353	0.661489	0.549771	0.475659	0.699907	0.508777	0.499296	0.246592	0.766692	0.467842	0.496015	0.747868	0.536654	0.206347	0.762185	0.370217	0.790790	0.606979	0.783057	0.256616	0.373855	0.422824	0.800102	0.908494	0.492059	0.099862	0.466006	0.195106	0.109423	0.562593	0.438285	0.498668	0.745763	0.559827	0.526583	0.238198	0.639247	0.932895	0.855116	0.274295	0.431162	0.277715	0.711930	0.698233	0.632918	0.348856	0.557666	0.515599	0.558795	
0.125923	0.326037	0.631497	0.606508	0.799817	0.507412	0.365968	0.759100	0.100606	0.305793	0.518966	0.370509	0.216936	0.650757	0.282113	0.069196	0.587548	0.470844	0.759280	0.644288	0.502974	0.404350	0.664964	0.366021	0.774999	0.529731	0.638315	0.226381	0.168200	0.657686	0.681894	0.403991	0.365313	0.552726	0.497647	0.458584	0.593324	0.493428	0.773708	0.253638	0.346110	0.793574	0.615288	0.395895	0.210198	0.413266	0.257304	0.631383	0.694214	0.481265	0.445559	0.420647	0.468363	0.293207	0.418977	0.249902	0.253150	0.471755	0.457075	0.561109	0.176452	0.370345	0.210420	0.737333	0.683271	0.694749	0.544562	0.114739	0.382340	0.630584	0.770412	0.582943	0.461302	0.363684	0.690374	0.505578	0.255169	0.489695	0.274324	0.331148	0.739441	0.559913	0.496055	0.644639	0.364565	0.380861	0.366270	0.188566	0.766822	0.543226	0.319187	0.469288	0.251447	0.393774	0.470118	0.556540	0.185002	0.545006	0.622535	0.649902	
0.228369	0.351929	0.482146	0.295752	0.335031	0.493006	0.020708	0.426023	0.305793	0.653690	0.851392	0.722942	0.596926	0.533529	0.407119	0.857003	0.506932	0.859262	0.374331	0.541676	0.627921	0.261543	0.192269	0.707579	0.211017	0.123534	0.652115	0.879596	0.752048	0.664854	0.381841	0.775826	0.557750	0.837554	0.271169	0.574446	0.817473	0.159497	0.521150	0.517736	0.379499	0.248032	0.390945	0.514240	0.571044	0.062373	0.625882	0.574620	0.524687	0.254826	0.498668	0.478804	0.672181	0.337965	0.588282	0.383166	0.254467	0.328011	0.841771	0.350179	0.389450	0.767105	0.545888	0.245281	0.709199	0.328765	0.790920	0.650710	0.754984	0.642763	0.815917	0.695160	0.705449	0.042411	0.741963	0.403651	0.266068	0.848360	0.478592	0.617417	0.530913	0.294879	0.167317	0.312016	0.637437	0.281419	0.426257	0.461234	0.875191	0.725478	0.748696	0.186408	0.743907	0.495790	0.806694	0.351933	0.246876	0.111323	0.519722	0.465572	
